1,10/11/2016 10:00:00,-46.306631436605528,-23.973768944671939,1,VEIC564,7
1,10/11/2016 10:00:00,-46.306631436605528,-23.973768944671939,2,VEIC564,7
1,10/11/2016 10:00:00,-46.306631436605528,-23.973768944671939,3,VEIC564,7
0,10/11/2016 10:00:00,-46.306631436605528,-23.973768944671939,2,VEIC564,7
0,10/11/2016 10:00:00,-46.306631436605528,-23.973768944671939,1,VEIC564,7
0,10/11/2016 10:00:00,-46.306631436605528,-23.973768944671939,0,VEIC564,7
0,10/11/2016 10:00:00,-46.306631436605528,-23.973768944671939,0,VEIC564,7
0,10/11/2016 10:03:00,-46.306389110659417,-23.973930715582629,0,VEIC564,7
0,10/11/2016 10:03:00,-46.306389110659417,-23.973930715582629,0,VEIC564,7
1,10/11/2016 10:03:00,-46.306389110659417,-23.973930715582629,1,VEIC564,7
1,10/11/2016 10:03:00,-46.306389110659417,-23.973930715582629,2,VEIC564,7
0,10/11/2016 10:06:00,-46.305997651977528,-23.974092491451572,1,VEIC564,7
0,10/11/2016 10:06:00,-46.305997651977528,-23.974092491451572,0,VEIC564,7
0,10/11/2016 10:06:00,-46.305997651977528,-23.974092491451572,0,VEIC564,7
1,10/11/2016 10:06:00,-46.305997651977528,-23.974092491451572,1,VEIC564,7
0,10/11/2016 10:06:00,-46.305997651977528,-23.974092491451572,0,VEIC564,7
1,10/11/2016 10:06:00,-46.305997651977528,-23.974092491451572,1,VEIC564,7
1,10/11/2016 10:06:00,-46.305997651977528,-23.974092491451572,2,VEIC564,7
1,10/11/2016 10:06:00,-46.305997651977528,-23.974092491451572,3,VEIC564,7
0,10/11/2016 10:09:00,-46.305643453754222,-23.97441605060704,2,VEIC564,7
1,10/11/2016 10:09:00,-46.305643453754222,-23.97441605060704,3,VEIC564,7
0,10/11/2016 10:09:00,-46.305643453754222,-23.97441605060704,2,VEIC564,7
0,10/11/2016 10:09:00,-46.305643453754222,-23.97441605060704,1,VEIC564,7
1,10/11/2016 10:09:00,-46.305643453754222,-23.97441605060704,2,VEIC564,7
0,10/11/2016 10:09:00,-46.305643453754222,-23.97441605060704,1,VEIC564,7
1,10/11/2016 10:12:00,-46.305224022426202,-23.97486734728934,2,VEIC564,7
0,10/11/2016 10:15:00,-46.305093520507661,-23.975199421341941,1,VEIC564,7
1,10/11/2016 10:15:00,-46.305093520507661,-23.975199421341941,2,VEIC564,7
1,10/11/2016 10:15:00,-46.305093520507661,-23.975199421341941,3,VEIC564,7
0,10/11/2016 10:15:00,-46.305093520507661,-23.975199421341941,2,VEIC564,7
1,10/11/2016 10:15:00,-46.305093520507661,-23.975199421341941,3,VEIC564,7
1,10/11/2016 10:15:00,-46.305093520507661,-23.975199421341941,4,VEIC564,7
0,10/11/2016 10:18:00,-46.305373078234581,-23.975395270490999,3,VEIC564,7
1,10/11/2016 10:18:00,-46.305373078234581,-23.975395270490999,4,VEIC564,7
1,10/11/2016 10:18:00,-46.305373078234581,-23.975395270490999,5,VEIC564,7
0,10/11/2016 10:21:00,-46.306137217149988,-23.975761466951599,4,VEIC564,7
