1,21/10/2016 10:38:03,-23.934938,-46.333918,1,VEIC124,30
1,21/10/2016 10:38:03,-23.934938,-46.333918,2,VEIC124,30
1,21/10/2016 10:38:03,-23.934938,-46.333918,3,VEIC124,30
1,21/10/2016 10:38:03,-23.934938,-46.333918,4,VEIC124,30
1,21/10/2016 10:38:03,-23.934938,-46.333918,5,VEIC124,30
1,21/10/2016 10:38:03,-23.934938,-46.333918,6,VEIC124,30
1,21/10/2016 10:38:03,-23.934938,-46.333918,7,VEIC124,30
1,21/10/2016 10:38:03,-23.934938,-46.333918,8,VEIC124,30
1,21/10/2016 10:38:03,-23.934938,-46.333918,9,VEIC124,30
1,21/10/2016 10:38:03,-23.934938,-46.333918,10,VEIC124,30
1,21/10/2016 10:38:03,-23.934938,-46.333918,11,VEIC124,30
1,21/10/2016 10:38:03,-23.934938,-46.333918,12,VEIC124,30
1,21/10/2016 10:43:03,-23.940096,-46.334508,13,VEIC124,30
1,21/10/2016 10:43:03,-23.940096,-46.334508,14,VEIC124,30
1,21/10/2016 10:43:03,-23.940096,-46.334508,15,VEIC124,30
0,21/10/2016 10:49:03,-23.942185,-46.334841,14,VEIC124,30
0,21/10/2016 10:49:03,-23.942185,-46.334841,13,VEIC124,30
0,21/10/2016 10:49:03,-23.942185,-46.334841,12,VEIC124,30
1,21/10/2016 10:49:03,-23.942185,-46.334841,13,VEIC124,30
1,21/10/2016 10:55:03,-23.944195,-46.335088,14,VEIC124,30
1,21/10/2016 10:55:03,-23.944195,-46.335088,15,VEIC124,30
1,21/10/2016 10:55:03,-23.944195,-46.335088,16,VEIC124,30
1,21/10/2016 11:03:03,-23.949683,-46.337058,17,VEIC124,30
0,21/10/2016 11:03:03,-23.949683,-46.337058,16,VEIC124,30
0,21/10/2016 11:03:03,-23.949683,-46.337058,15,VEIC124,30
0,21/10/2016 11:12:03,-23.953270,-46.337438,14,VEIC124,30
1,21/10/2016 11:12:03,-23.953270,-46.337438,15,VEIC124,30
1,21/10/2016 11:19:03,-23.957506,-46.338007,16,VEIC124,30
0,21/10/2016 11:26:03,-23.957506,-46.338007,15,VEIC124,30
0,21/10/2016 11:26:03,-23.957506,-46.338007,14,VEIC124,30
0,21/10/2016 11:32:03,-23.968258,-46.339736,13,VEIC124,30
0,21/10/2016 11:32:03,-23.968258,-46.339736,12,VEIC124,30
0,21/10/2016 11:32:03,-23.968258,-46.339736,11,VEIC124,30
0,21/10/2016 11:32:03,-23.968258,-46.339736,10,VEIC124,30
1,21/10/2016 11:35:03,-23.968611,-46.337966,11,VEIC124,30
1,21/10/2016 11:35:03,-23.968611,-46.337966,12,VEIC124,30
1,21/10/2016 11:35:03,-23.968611,-46.337966,13,VEIC124,30
1,21/10/2016 11:35:03,-23.968611,-46.337966,14,VEIC124,30
1,21/10/2016 11:35:03,-23.968611,-46.337966,15,VEIC124,30
0,21/10/2016 11:40:03,-23.969121,-46.335262,14,VEIC124,30
0,21/10/2016 11:40:03,-23.969121,-46.335262,13,VEIC124,30
0,21/10/2016 11:40:03,-23.969121,-46.335262,12,VEIC124,30
0,21/10/2016 11:40:03,-23.969121,-46.335262,11,VEIC124,30
1,21/10/2016 11:44:03,-23.969915,-46.332333,12,VEIC124,30
1,21/10/2016 11:44:03,-23.969915,-46.332333,13,VEIC124,30
