1,21/10/2016 10:38:03,-23.596443,-46.687973,1,VEIC123,40
1,21/10/2016 10:38:03,-23.596443,-46.687973,2,VEIC123,40
1,21/10/2016 10:38:03,-23.596443,-46.687973,3,VEIC123,40
1,21/10/2016 10:38:03,-23.596443,-46.687973,4,VEIC123,40
1,21/10/2016 10:38:03,-23.596443,-46.687973,5,VEIC123,40
0,21/10/2016 10:38:03,-23.596443,-46.687973,4,VEIC123,40
0,21/10/2016 10:43:03,-23.601759,-46.682361,3,VEIC123,40
0,21/10/2016 10:43:03,-23.601759,-46.682361,2,VEIC123,40
1,21/10/2016 10:43:03,-23.601759,-46.682361,3,VEIC123,40
1,21/10/2016 10:43:03,-23.601759,-46.682361,4,VEIC123,40
0,21/10/2016 10:49:03,-23.609187,-46.675927,3,VEIC123,40
0,21/10/2016 10:49:03,-23.609187,-46.675927,2,VEIC123,40
1,21/10/2016 10:49:03,-23.609187,-46.675927,3,VEIC123,40
1,21/10/2016 10:49:03,-23.609187,-46.675927,4,VEIC123,40
1,21/10/2016 10:49:03,-23.609187,-46.675927,5,VEIC123,40
1,21/10/2016 10:55:03,-23.611989,-46.672794,6,VEIC123,40
1,21/10/2016 10:55:03,-23.611989,-46.672794,7,VEIC123,40
1,21/10/2016 10:55:03,-23.611989,-46.672794,8,VEIC123,40
1,21/10/2016 10:55:03,-23.611989,-46.672794,9,VEIC123,40
1,21/10/2016 10:55:03,-23.611989,-46.672794,10,VEIC123,40
1,21/10/2016 10:55:03,-23.611989,-46.672794,11,VEIC123,40
1,21/10/2016 10:55:03,-23.611989,-46.672794,12,VEIC123,40
1,21/10/2016 11:03:03,-23.614289,-46.668835,13,VEIC123,40
1,21/10/2016 11:03:03,-23.614289,-46.668835,14,VEIC123,40
1,21/10/2016 11:03:03,-23.614289,-46.668835,15,VEIC123,40
1,21/10/2016 11:03:03,-23.614289,-46.668835,16,VEIC123,40
1,21/10/2016 11:03:03,-23.614289,-46.668835,17,VEIC123,40
0,21/10/2016 11:03:03,-23.614289,-46.668835,16,VEIC123,40
1,21/10/2016 11:12:03,-23.616176,-46.664372,17,VEIC123,40
1,21/10/2016 11:19:03,-23.618013,-46.660355,18,VEIC123,40
1,21/10/2016 11:19:03,-23.618013,-46.660355,19,VEIC123,40
1,21/10/2016 11:19:03,-23.618013,-46.660355,20,VEIC123,40
0,21/10/2016 11:26:03,-23.619173,-46.657834,19,VEIC123,40
0,21/10/2016 11:26:03,-23.619173,-46.657834,18,VEIC123,40

